"Species_Name","ID","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Achyrachaena mollis","5.2",1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"Acmispon wrangelianus","5.2",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0
"Collinsia sparsiflora","5.2",1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Elymus caput-medusae","5.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0
"Festuca microstachys","5.2",1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1
"Lasthenia californica","5.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Melilotus indicus","5.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plantago erecta","5.2",1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Sidalcea diploscypha","5.2",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
"Trifolium albopurpureum","5.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acmispon parviflorus","5.3",1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
"Castilleja rubicundula","5.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collinsia sparsiflora","5.3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hemizonia congesta","5.3",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
"Lysimachia arvensis","5.3",1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0
"Medicago polymorpha","5.3",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Melilotus indicus","5.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sidalcea diploscypha","5.3",1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
"Trifolium fucatum","5.3",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Acmispon parviflorus","5.4",1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"Bromus hordeaceus","5.4",1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
"Bromus madritensis","5.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Castilleja rubicundula","5.4",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elymus caput-medusae","5.4",1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
"Medicago polymorpha","5.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Melilotus indicus","5.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sidalcea diploscypha","5.4",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Trifolium fucatum","5.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acmispon wrangelianus","5.5",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Avena fatua","5.5",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"Bromus hordeaceus","5.5",1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"Bromus madritensis","5.5",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Elymus caput-medusae","5.5",1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1
"Festuca microstachys","5.5",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hemizonia congesta","5.5",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Lupinus succulentus","5.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sidalcea diploscypha","5.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trifolium fucatum","5.5",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bromus hordeaceus","6.1",1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1
"Clarkia gracilis","6.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Erodium cicutarium","6.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Festuca myuros","6.1",1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
"Hemizonia congesta","6.1",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"Holocarpha virgata","6.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lasthenia californica","6.1",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"Microsteris gracilis","6.1",1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0
"Minuartia douglasii","6.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Navarretia jepsonii","6.1",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1
"Plantago erecta","6.1",1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"Sidalcea diploscypha","6.1",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"Clarkia gracilis","6.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collinsia sparsiflora","6.2",1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"Festuca myuros","6.2",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Holocarpha virgata","6.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lasthenia californica","6.2",1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1
"Leptosiphon bicolor","6.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microsteris gracilis","6.2",1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
"Trifolium albopurpureum","6.2",1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1
"Agoseris heterophylla","6.3",1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1
"Clarkia gracilis","6.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Collinsia sparsiflora","6.3",1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"Holocarpha virgata","6.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lasthenia californica","6.3",1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"Lepidium nitidum","6.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leptosiphon bicolor","6.3",1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0
"Microsteris gracilis","6.3",1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0
"Minuartia douglasii","6.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Navarretia jepsonii","6.3",1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Plantago erecta","6.3",1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1
"Sidalcea diploscypha","6.3",1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"Agoseris heterophylla","6.4",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
"Ancistrocarphus filagineus","6.4",1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
"Astragalus gambelianus","6.4",1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1
"Hemizonia congesta","6.4",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"Lactuca serriola","6.4",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Lasthenia californica","6.4",1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"Lepidium nitidum","6.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leptosiphon bicolor","6.4",1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Minuartia douglasii","6.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Navarretia jepsonii","6.4",1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1
"Plantago erecta","6.4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Rigiopappus leptocladus","6.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Ancistrocarphus filagineus","6.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Calandrinia menziesii","6.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Collinsia sparsiflora","6.5",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Holocarpha virgata","6.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactuca serriola","6.5",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Lasthenia californica","6.5",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"Lepidium nitidum","6.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leptosiphon bicolor","6.5",1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Plantago erecta","6.5",1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"Rigiopappus leptocladus","6.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Sidalcea diploscypha","6.5",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Acmispon wrangelianus","7.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Athysanus pusillus","7.1",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bromus hordeaceus","7.1",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1
"Clarkia purpurea","7.1",1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1
"Hemizonia congesta","7.1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Holocarpha virgata","7.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Lasthenia californica","7.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Leptosiphon bicolor","7.1",1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
"Plantago erecta","7.1",1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1
"Sidalcea diploscypha","7.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trifolium albopurpureum","7.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acmispon wrangelianus","7.2",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"Agoseris heterophylla","7.2",1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0
"Athysanus pusillus","7.2",1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"Bromus hordeaceus","7.2",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Collinsia sparsiflora","7.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Festuca microstachys","7.2",1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
"Festuca perennis","7.2",1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"Hemizonia congesta","7.2",1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Holocarpha virgata","7.2",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"Lasthenia californica","7.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Leptosiphon bicolor","7.2",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
"Lupinus bicolor","7.2",1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1
"Plantago erecta","7.2",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Sidalcea diploscypha","7.2",1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1
"Acmispon wrangelianus","7.3",1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1
"Agoseris heterophylla","7.3",1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0
"Bromus hordeaceus","7.3",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
"Croton setiger","7.3",1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Festuca perennis","7.3",1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Lasthenia californica","7.3",1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1
"Plantago erecta","7.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"Rigiopappus leptocladus","7.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Sidalcea diploscypha","7.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Acmispon wrangelianus","7.4",1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1
"Agoseris heterophylla","7.4",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
"Astragalus gambelianus","7.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Athysanus pusillus","7.4",1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
"Bromus hordeaceus","7.4",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
"Clarkia purpurea","7.4",1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"Elymus caput-medusae","7.4",1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0
"Festuca microstachys","7.4",1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
"Festuca perennis","7.4",1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"Lasthenia californica","7.4",1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
"Leptosiphon bicolor","7.4",1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
"Navarretia jepsonii","7.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plantago erecta","7.4",1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"Sidalcea diploscypha","7.4",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"Achyrachaena mollis","7.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agoseris heterophylla","7.5",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"Athysanus pusillus","7.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bromus hordeaceus","7.5",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1
"Collinsia sparsiflora","7.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Euphorbia crenulata","7.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Festuca microstachys","7.5",1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
"Hemizonia congesta","7.5",1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"Holocarpha virgata","7.5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Lasthenia californica","7.5",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Plantago erecta","7.5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Acmispon wrangelianus","8.1",1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"Bromus hordeaceus","8.1",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1
"Castilleja rubicundula","8.1",1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0
"Elymus caput-medusae","8.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"Euphorbia crenulata","8.1",1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1
"Festuca perennis","8.1",1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
"Leptosiphon bicolor","8.1",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1
"Trifolium fucatum","8.1",1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0
"Trifolium willdenovii","8.1",1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"Bromus hordeaceus","8.2",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
"Castilleja rubicundula","8.2",1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
"Elymus caput-medusae","8.2",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0
"Lasthenia californica","8.2",1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1
"Leptosiphon bicolor","8.2",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"Lupinus bicolor","8.2",1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0
"Sidalcea diploscypha","8.2",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Trifolium fucatum","8.2",1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0
"Astragalus breweri","8.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bromus hordeaceus","8.3",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1
"Clarkia purpurea","8.3",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
"Elymus caput-medusae","8.3",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"Festuca microstachys","8.3",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
"Holocarpha virgata","8.3",1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"Lepidium nitidum","8.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lupinus bicolor","8.3",1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"Plantago erecta","8.3",1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
"Sidalcea diploscypha","8.3",1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1
"Thysanocarpus curvipes","8.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agoseris heterophylla","8.4",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
"Bromus hordeaceus","8.4",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"Castilleja attenuata","8.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clarkia purpurea","8.4",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"Elymus caput-medusae","8.4",1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0
"Erodium cicutarium","8.4",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Festuca perennis","8.4",1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0
"Holocarpha virgata","8.4",1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1
"Lasthenia californica","8.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"Lupinus bicolor","8.4",1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
"Navarretia pubescens","8.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trifolium willdenovii","8.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Triphysaria eriantha","8.4",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Croton setiger","8.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Elymus caput-medusae","8.5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"Hemizonia congesta","8.5",1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"Holocarpha virgata","8.5",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lepidium nitidum","8.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lupinus bicolor","8.5",1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0
"Thysanocarpus curvipes","8.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trifolium fucatum","8.5",1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0
"Trifolium willdenovii","8.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Triphysaria eriantha","8.5",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bromus hordeaceus","9.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Euphorbia crenulata","9.1",1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0
"Festuca perennis","9.1",1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0
"Hemizonia congesta","9.1",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"Polypogon monspeliensis","9.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trifolium fucatum","9.1",1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1
"Bromus hordeaceus","9.2",1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"Euphorbia crenulata","9.2",1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1
"Festuca perennis","9.2",1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"Hemizonia congesta","9.2",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
"Hordeum marinum","9.2",1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Trifolium fucatum","9.2",1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1
"Trifolium variegatum","9.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agoseris heterophylla","9.3",1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
"Bromus hordeaceus","9.3",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"Castilleja rubicundula","9.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hemizonia congesta","9.3",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"Trifolium fucatum","9.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Acmispon brachycarpus","9.4",1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
"Agoseris heterophylla","9.4",1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1
"Ancistrocarphus filagineus","9.4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Bromus hordeaceus","9.4",1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"Clarkia purpurea","9.4",1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Festuca microstachys","9.4",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1
"Acmispon brachycarpus","9.5",1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1
"Ancistrocarphus filagineus","9.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"Bromus hordeaceus","9.5",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
"Clarkia purpurea","9.5",1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1
"Festuca microstachys","9.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Hemizonia congesta","9.5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"Lupinus bicolor","9.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Plantago erecta","9.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
"Acmispon wrangelianus","10.1",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Avena fatua","10.1",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
"Bromus hordeaceus","10.1",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"Castilleja attenuata","10.1",1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1
"Festuca microstachys","10.1",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"Gilia tricolor","10.1",1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"Holocarpha virgata","10.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Leptosiphon bicolor","10.1",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"Navarretia pubescens","10.1",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"Plantago erecta","10.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Acmispon wrangelianus","10.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"Agoseris heterophylla","10.2",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
"Bromus hordeaceus","10.2",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
"Clarkia purpurea","10.2",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
"Croton setiger","10.2",1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
"Festuca microstachys","10.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
